trade_id,date,direction,window,entry,sl,tp,lot,exit_price,exit_reason,pnl,rr_achieved,duration_m,entry_time,exit_time,sweep_level,fvg_top,fvg_bottom,h4_bias,be_triggered
12,2025-11-28,LONG,NY_PM_SILVER_BULLET,4203.88,4203.88,4216.02,0.1,4216.02,TP,121.4,3.0,38254,2025-11-29 00:10 NPT,2025-11-29 01:40 NPT,4157.95,4204.93,4202.84,BULLISH,True
13,2025-12-02,LONG,ASIAN_SWEEP_WINDOW,4218.6,4215.08,4246.8,0.1,4215.08,SL,-35.2,1.0,39828,2025-12-02 13:05 NPT,2025-12-02 14:05 NPT,4206.13,4219.13,4218.08,BULLISH,False
14,2025-12-02,LONG,NY_AM_SILVER_BULLET,4201.08,4201.08,4242.84,0.1,4201.08,BE,0.0,0.0,40121,2025-12-02 19:45 NPT,2025-12-02 23:00 NPT,4191.11,4203.3,4198.86,BULLISH,True
15,2025-12-02,LONG,NY_PM_SILVER_BULLET,4181.04,4176.54,4216.99,0.1,4197.74,EOD,167.0,3.71,40344,2025-12-03 00:25 NPT,2025-12-03 03:45 NPT,4191.11,4182.53,4179.54,BULLISH,False
16,2025-12-03,LONG,NY_AM_SILVER_BULLET,4205.5,4205.5,4232.94,0.1,4232.94,TP,274.4,8.0,41242,2025-12-03 19:45 NPT,2025-12-03 21:35 NPT,4202.84,4205.93,4205.07,BULLISH,True
17,2025-12-03,LONG,NY_PM_SILVER_BULLET,4218.14,4218.14,4236.03,0.1,4218.14,BE,0.0,0.0,41481,2025-12-04 00:20 NPT,2025-12-04 00:35 NPT,4202.84,4218.48,4217.8,BULLISH,True
18,2025-12-04,LONG,NY_PM_SILVER_BULLET,4215.3,4212.18,4240.3,0.1,4212.18,SL,-31.2,1.0,42578,2025-12-05 00:10 NPT,2025-12-05 00:20 NPT,4187.2,4215.43,4215.18,BULLISH,False
19,2025-12-08,LONG,ASIAN_SWEEP_WINDOW,4210.67,4204.93,4256.59,0.1,4204.93,SL,-57.4,1.0,44244,2025-12-08 13:25 NPT,2025-12-08 15:45 NPT,4195.02,4213.41,4207.93,BULLISH,False
20,2025-12-22,LONG,ASIAN_SWEEP_WINDOW,4397.01,4397.01,4408.89,0.1,4408.89,TP,118.8,3.0,55110,2025-12-22 12:45 NPT,2025-12-22 13:15 NPT,4339.55,4397.97,4396.05,BULLISH,True
21,2025-12-23,LONG,NY_PM_SILVER_BULLET,4464.37,4464.37,4478.32,0.1,4478.32,TP,139.5,3.0,56746,2025-12-24 00:35 NPT,2025-12-24 00:45 NPT,4449.51,4466.02,4462.72,BULLISH,True
22,2025-12-24,LONG,NY_PM_SILVER_BULLET,4472.26,4472.26,4499.94,0.1,4499.94,TP,276.8,7.73,57780,2025-12-25 00:30 NPT,2025-12-26 06:45 NPT,4468.29,4472.84,4471.68,BULLISH,True
23,2025-12-26,LONG,ASIAN_SWEEP_WINDOW,4509.26,4506.12,4525.94,0.1,4506.12,SL,-31.4,1.0,58154,2025-12-26 12:55 NPT,2025-12-26 13:05 NPT,4482.43,4509.4,4509.12,BULLISH,False
24,2026-01-21,LONG,ASIAN_SWEEP_WINDOW,4861.8,4861.8,4873.1,0.1,4873.1,TP,113.0,3.01,76701,2026-01-21 12:45 NPT,2026-01-21 13:00 NPT,4757.84,4862.57,4861.04,H1:BULLISH,True
25,2026-01-22,LONG,ASIAN_SWEEP_WINDOW,4793.58,4793.58,4818.66,0.1,4818.66,TP,250.8,7.99,77798,2026-01-22 12:45 NPT,2026-01-22 13:35 NPT,4772.34,4793.71,4793.44,BULLISH,True
26,2026-01-23,LONG,ASIAN_SWEEP_WINDOW,4954.81,4954.81,4965.82,0.1,4965.82,TP,110.1,3.0,78903,2026-01-23 12:45 NPT,2026-01-23 13:30 NPT,4930.64,4955.48,4954.14,BULLISH,True
27,2026-01-23,LONG,NY_PM_SILVER_BULLET,4960.96,4960.96,4970.84,0.1,4970.84,TP,98.8,2.99,79447,2026-01-23 23:55 NPT,2026-01-24 00:00 NPT,4930.64,4961.25,4960.66,BULLISH,True
28,2026-01-23,LONG,NY_PM_SILVER_BULLET,4967.98,4967.98,4982.0,0.1,4982.0,TP,140.2,3.0,79455,2026-01-24 00:05 NPT,2026-01-24 00:10 NPT,4930.64,4969.65,4966.3,BULLISH,True
29,2026-01-27,LONG,ASIAN_SWEEP_WINDOW,5068.11,5068.11,5102.35,0.1,5068.11,BE,0.0,0.0,81078,2026-01-27 13:25 NPT,2026-01-27 19:35 NPT,5010.27,5069.39,5066.83,BULLISH,True
30,2026-01-28,LONG,ASIAN_SWEEP_WINDOW,5241.35,5241.35,5253.34,0.1,5253.34,TP,119.9,3.01,82223,2026-01-28 12:45 NPT,2026-01-28 12:50 NPT,5157.31,5242.35,5240.36,BULLISH,True
31,2026-01-29,LONG,NY_PM_SILVER_BULLET,5211.34,5211.34,5341.42,0.1,5341.42,TP,1300.8,8.0,83850,2026-01-29 23:55 NPT,2026-01-30 01:05 NPT,5157.31,5224.6,5198.08,BULLISH,True
32,2026-01-30,LONG,NY_AM_SILVER_BULLET,5123.24,5117.24,5171.29,0.1,5117.24,SL,-60.0,1.0,84770,2026-01-30 19:50 NPT,2026-01-30 20:00 NPT,5112.34,5126.25,5120.24,BULLISH,False
33,2026-02-04,LONG,ASIAN_SWEEP_WINDOW,5074.84,5074.84,5089.39,0.1,5074.84,BE,0.0,0.0,87738,2026-02-04 12:45 NPT,2026-02-04 13:15 NPT,4910.22,5076.69,5072.99,BULLISH,True
34,2026-02-20,LONG,ASIAN_SWEEP_WINDOW,4996.86,4996.86,5022.24,0.1,5022.24,TP,253.8,6.77,100856,2026-02-20 12:45 NPT,2026-02-20 14:05 NPT,4981.58,4997.62,4996.11,H1:BULLISH,True
35,2026-02-26,LONG,ASIAN_SWEEP_WINDOW,5195.6,5191.62,5217.8,0.1,5191.62,SL,-39.8,1.0,105299,2026-02-26 13:05 NPT,2026-02-26 13:30 NPT,5155.58,5196.58,5194.62,BULLISH,False
36,2026-02-26,LONG,NY_PM_SILVER_BULLET,5178.87,5173.71,5217.8,0.1,5173.71,SL,-51.6,1.0,105814,2026-02-26 23:45 NPT,2026-02-26 23:55 NPT,5155.58,5181.03,5176.71,BULLISH,False
37,2026-02-27,LONG,ASIAN_SWEEP_WINDOW,5188.27,5188.27,5205.65,0.1,5188.27,BE,0.0,0.0,106188,2026-02-27 13:15 NPT,2026-02-27 14:35 NPT,5173.06,5189.01,5187.52,BULLISH,True
38,2026-02-27,LONG,NY_AM_SILVER_BULLET,5182.02,5182.02,5205.65,0.1,5205.65,TP,236.3,6.81,106503,2026-02-27 19:45 NPT,2026-02-27 20:50 NPT,5173.06,5182.5,5181.55,BULLISH,True
39,2026-02-27,LONG,NY_PM_SILVER_BULLET,5226.7,5226.7,5239.66,0.1,5239.66,TP,129.6,3.0,106707,2026-02-27 23:45 NPT,2026-02-27 23:50 NPT,5173.06,5228.02,5225.38,BULLISH,True
40,2026-04-01,LONG,ASIAN_SWEEP_WINDOW,4674.73,4674.73,4685.67,0.1,4685.67,TP,109.4,3.52,131370,2026-04-01 13:30 NPT,2026-04-01 14:00 NPT,4661.63,4674.83,4674.62,BULLISH,True
41,2026-04-07,LONG,NY_PM_SILVER_BULLET,4637.38,4637.38,4689.11,0.1,4665.32,EOD,279.4,4.33,135008,2026-04-08 00:05 NPT,2026-04-08 03:45 NPT,4616.23,4640.85,4633.92,BULLISH,True
42,2026-04-08,LONG,ASIAN_SWEEP_WINDOW,4797.75,4797.75,4815.84,0.1,4815.84,TP,180.9,3.0,135582,2026-04-08 13:20 NPT,2026-04-08 14:10 NPT,4705.71,4800.78,4794.72,BULLISH,True
43,2026-04-09,LONG,ASIAN_SWEEP_WINDOW,4714.48,4710.95,4742.68,0.1,4710.95,SL,-35.3,1.0,136616,2026-04-09 12:55 NPT,2026-04-09 13:55 NPT,4699.67,4715.0,4713.95,BULLISH,False
44,2026-04-10,LONG,NY_AM_SILVER_BULLET,4757.3,4757.3,4785.3,0.1,4785.3,TP,280.0,8.0,137998,2026-04-10 20:10 NPT,2026-04-10 23:00 NPT,4737.84,4757.8,4756.8,BULLISH,True
45,2026-04-10,LONG,NY_PM_SILVER_BULLET,4779.1,4775.96,4801.22,0.1,4775.96,SL,-31.4,1.0,138214,2026-04-11 00:00 NPT,2026-04-11 00:10 NPT,4737.84,4779.25,4778.96,BULLISH,False
