trade_id,date,direction,window,entry,sl,tp,lot,exit_price,exit_reason,pnl,rr_achieved,duration_m,entry_time,exit_time,sweep_level,fvg_top,fvg_bottom,h4_bias,be_triggered
11,2025-12-04,LONG,ASIAN_SWEEP_WINDOW,4193.62,4190.11,4221.7,0.1,4190.11,SL,-35.1,1.0,42059,2025-12-04 13:20 NPT,2025-12-04 13:25 NPT,4194.61,4194.13,4193.11,BULLISH,False
12,2025-12-04,LONG,NY_PM_SILVER_BULLET,4215.3,4212.18,4240.3,0.1,4212.18,SL,-31.2,1.0,42578,2025-12-05 00:10 NPT,2025-12-05 00:20 NPT,4187.2,4215.43,4215.18,BULLISH,False
13,2025-12-16,LONG,ASIAN_SWEEP_WINDOW,4278.33,4274.29,4310.65,0.1,4274.29,SL,-40.4,1.0,50796,2025-12-16 13:35 NPT,2025-12-16 18:55 NPT,4285.24,4279.37,4277.29,BULLISH,False
14,2025-12-22,LONG,ASIAN_SWEEP_WINDOW,4397.01,4397.01,4408.89,0.1,4408.89,TP,118.8,3.0,55110,2025-12-22 12:45 NPT,2025-12-22 13:15 NPT,4339.55,4397.97,4396.05,BULLISH,True
15,2025-12-23,LONG,NY_PM_SILVER_BULLET,4464.37,4464.37,4478.32,0.1,4478.32,TP,139.5,3.0,56746,2025-12-24 00:35 NPT,2025-12-24 00:45 NPT,4449.51,4466.02,4462.72,BULLISH,True
16,2025-12-24,LONG,NY_PM_SILVER_BULLET,4470.2,4470.2,4499.94,0.1,4499.94,TP,297.4,7.13,57775,2025-12-25 00:25 NPT,2025-12-26 06:45 NPT,4468.29,4471.38,4469.03,BULLISH,True
17,2025-12-26,LONG,ASIAN_SWEEP_WINDOW,4509.26,4506.12,4525.94,0.1,4506.12,SL,-31.4,1.0,58154,2025-12-26 12:55 NPT,2025-12-26 13:05 NPT,4482.43,4509.4,4509.12,BULLISH,False
18,2026-02-02,LONG,NY_PM_SILVER_BULLET,4656.94,4656.94,4767.78,0.1,4656.94,BE,0.0,0.0,86061,2026-02-03 00:00 NPT,2026-02-03 01:15 NPT,4584.54,4667.8,4646.09,BULLISH,True
19,2026-02-03,LONG,ASIAN_SWEEP_WINDOW,4804.22,4804.22,4858.46,0.1,4858.46,TP,542.4,8.0,86624,2026-02-03 12:45 NPT,2026-02-03 14:05 NPT,4658.6,4808.0,4800.44,BULLISH,True
20,2026-02-04,LONG,ASIAN_SWEEP_WINDOW,5074.84,5074.84,5089.39,0.1,5074.84,BE,0.0,0.0,87738,2026-02-04 12:45 NPT,2026-02-04 13:15 NPT,4910.22,5076.69,5072.99,BULLISH,True
21,2026-02-26,LONG,ASIAN_SWEEP_WINDOW,5195.6,5191.62,5217.8,0.1,5191.62,SL,-39.8,1.0,105299,2026-02-26 13:05 NPT,2026-02-26 13:30 NPT,5155.58,5196.58,5194.62,BULLISH,False
22,2026-02-26,LONG,NY_PM_SILVER_BULLET,5178.87,5173.71,5217.8,0.1,5173.71,SL,-51.6,1.0,105814,2026-02-26 23:45 NPT,2026-02-26 23:55 NPT,5155.58,5181.03,5176.71,BULLISH,False
23,2026-02-27,LONG,ASIAN_SWEEP_WINDOW,5188.27,5188.27,5205.65,0.1,5188.27,BE,0.0,0.0,106188,2026-02-27 13:15 NPT,2026-02-27 14:35 NPT,5173.06,5189.01,5187.52,BULLISH,True
24,2026-02-27,LONG,NY_PM_SILVER_BULLET,5226.7,5226.7,5239.66,0.1,5239.66,TP,129.6,3.0,106707,2026-02-27 23:45 NPT,2026-02-27 23:50 NPT,5173.06,5228.02,5225.38,BULLISH,True
25,2026-04-01,LONG,ASIAN_SWEEP_WINDOW,4674.73,4674.73,4685.67,0.1,4685.67,TP,109.4,3.52,131370,2026-04-01 13:30 NPT,2026-04-01 14:00 NPT,4661.63,4674.83,4674.62,BULLISH,True
26,2026-04-07,LONG,NY_PM_SILVER_BULLET,4637.38,4637.38,4689.11,0.1,4665.32,EOD,279.4,4.33,135008,2026-04-08 00:05 NPT,2026-04-08 03:45 NPT,4616.23,4640.85,4633.92,BULLISH,True
